The Amazing Spider-Man ,Action|Adventure|Fantasy,2012,7,Marc Webb,464,599,153,Emma Stone,15000,Andrew Garfield,10000,Chris Zylka,963,262030663,451803,28489,0,lizard|outcast|spider|spider man|teenager,http://www.imdb.com/title/tt0948470/?ref_=fn_tt_tt_1,1225,English,USA,PG-13,230000000,2.35,56000,Color
Robin Hood ,Action|Adventure|Drama|History,2010,6.7,Ridley Scott,0,343,156,Mark Addy,891,William Hurt,882,Scott Grimes,738,105219735,211765,3244,0,1190s|archer|england|king of england|robin hood,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,546,English,USA,PG-13,200000000,2.35,17000,Color
The Hobbit: The Desolation of Smaug ,Adventure|Fantasy,2013,7.9,Peter Jackson,0,509,186,Aidan Turner,5000,Adam Brown,972,James Nesbitt,773,258355354,483540,9152,6,dwarf|elf|lake town|mountain|sword and sorcery,http://www.imdb.com/title/tt1170358/?ref_=fn_tt_tt_1,951,English,USA,PG-13,225000000,2.35,83000,Color
The Golden Compass ,Adventure|Family|Fantasy,2007,6.1,Chris Weitz,129,251,113,Christopher Lee,16000,Eva Green,6000,Kristin Scott Thomas,1000,70083519,149019,24106,2,children|epic|friend|girl|quest,http://www.imdb.com/title/tt0385752/?ref_=fn_tt_tt_1,666,English,USA,PG-13,180000000,2.35,0,Color
King Kong ,Action|Adventure|Drama|Romance,2005,7.2,Peter Jackson,0,446,201,Naomi Watts,6000,Thomas Kretschmann,919,Evan Parke,84,218051260,316018,7123,0,animal name in title|ape abducts a woman|gorilla|island|king kong,http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1,2618,English,New Zealand,PG-13,207000000,2.35,0,Color
Titanic ,Drama|Romance,1997,7.7,James Cameron,0,315,194,Leonardo DiCaprio,29000,Kate Winslet,14000,Gloria Stuart,794,658672302,793059,45223,0,artist|love|ship|titanic|wet,http://www.imdb.com/title/tt0120338/?ref_=fn_tt_tt_1,2528,English,USA,PG-13,200000000,2.35,26000,Color
Captain America: Civil War ,Action|Adventure|Sci-Fi,2016,8.2,Anthony Russo,94,516,147,Robert Downey Jr.,21000,Scarlett Johansson,19000,Chris Evans,11000,407197282,272670,64798,0,based on comic book|knife|marvel cinematic universe|returning character killed off|superhero,http://www.imdb.com/title/tt3498820/?ref_=fn_tt_tt_1,1022,English,USA,PG-13,250000000,2.35,72000,Color
Battleship ,Action|Adventure|Sci-Fi|Thriller,2012,5.9,Peter Berg,532,377,131,Liam Neeson,14000,Alexander Skarsgård,10000,Tadanobu Asano,627,65173160,202382,26679,0,box office flop|hawaii|naval|oahu hawaii|ship,http://www.imdb.com/title/tt1440129/?ref_=fn_tt_tt_1,751,English,USA,PG-13,209000000,2.35,44000,Color
Jurassic World ,Action|Adventure|Sci-Fi|Thriller,2015,7,Colin Trevorrow,365,644,124,Bryce Dallas Howard,3000,Judy Greer,2000,Omar Sy,1000,652177271,418214,8458,0,dinosaur|disaster film|experiment gone wrong|jurassic park|velociraptor,http://www.imdb.com/title/tt0369610/?ref_=fn_tt_tt_1,1290,English,USA,PG-13,150000000,2,150000,Color
Skyfall ,Action|Adventure|Thriller,2012,7.8,Sam Mendes,0,750,143,Albert Finney,883,Helen McCrory,563,Rory Kinnear,393,304360277,522030,2039,0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,1498,English,UK,PG-13,200000000,2.35,80000,Color
Spider-Man 2 ,Action|Adventure|Fantasy|Romance,2004,7.3,Sam Raimi,0,300,135,J.K. Simmons,24000,James Franco,11000,Kirsten Dunst,4000,373377893,411164,43388,1,death|doctor|scientist|super villain|tentacle,http://www.imdb.com/title/tt0316654/?ref_=fn_tt_tt_1,1303,English,USA,PG-13,200000000,2.35,0,Color
Iron Man 3 ,Action|Adventure|Sci-Fi,2013,7.2,Shane Black,1000,608,195,Robert Downey Jr.,21000,Jon Favreau,4000,Don Cheadle,3000,408992272,557489,30426,3,armor|explosion|human bomb|missile attack|terrorist,http://www.imdb.com/title/tt1300854/?ref_=fn_tt_tt_1,1187,English,USA,PG-13,200000000,2.35,95000,Color
Alice in Wonderland ,Adventure|Family|Fantasy,2010,6.5,Tim Burton,13000,451,108,Johnny Depp,40000,Alan Rickman,25000,Anne Hathaway,11000,334185206,306320,79957,0,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1,736,English,USA,PG,200000000,1.85,24000,Color
X-Men: The Last Stand ,Action|Adventure|Fantasy|Sci-Fi|Thriller,2006,6.8,Brett Ratner,420,334,104,Hugh Jackman,20000,Kelsey Grammer,808,Daniel Cudmore,560,234360014,383427,21714,0,battle|mutant|outrage|walking through a wall|x men,http://www.imdb.com/title/tt0376994/?ref_=fn_tt_tt_1,1912,English,Canada,PG-13,210000000,2.35,0,Color
Monsters University ,Adventure|Animation|Comedy|Family|Fantasy,2013,7.3,Dan Scanlon,37,376,104,Steve Buscemi,12000,Tyler Labine,779,Sean Hayes,760,268488329,235025,14863,0,cheating|fraternity|monster|singing in a car|university,http://www.imdb.com/title/tt1453405/?ref_=fn_tt_tt_1,265,English,USA,G,200000000,1.85,44000,Color
Transformers: Revenge of the Fallen ,Action|Adventure|Sci-Fi,2009,6,Michael Bay,0,366,150,Glenn Morshower,894,Kevin Dunn,581,Ramon Rodriguez,464,402076689,323207,3218,0,autobot|decepticon|machine|sun|symbol,http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1,1439,English,USA,PG-13,200000000,2.35,0,Color
Transformers: Age of Extinction ,Action|Adventure|Sci-Fi,2014,5.7,Michael Bay,0,378,165,Bingbing Li,974,Sophia Myles,956,Kelsey Grammer,808,245428137,242420,3988,2,blockbuster|bumblebee the character|semi truck and trailer|texas|truck,http://www.imdb.com/title/tt2109248/?ref_=fn_tt_tt_1,918,English,USA,PG-13,210000000,2.35,56000,Color
Oz the Great and Powerful ,Adventure|Family|Fantasy,2013,6.4,Sam Raimi,0,525,130,Tim Holmes,44000,Mila Kunis,15000,James Franco,11000,234903076,175409,73441,4,circus|magic|magician|oz|witch,http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1,511,English,USA,PG,215000000,2.35,60000,Color
The Amazing Spider-Man 2 ,Action|Adventure|Fantasy|Sci-Fi,2014,6.7,Marc Webb,464,495,142,Emma Stone,15000,Andrew Garfield,10000,B.J. Novak,825,202853933,321227,28631,0,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,http://www.imdb.com/title/tt1872181/?ref_=fn_tt_tt_1,1067,English,USA,PG-13,200000000,2.35,41000,Color
TRON: Legacy ,Action|Adventure|Sci-Fi,2010,6.8,Joseph Kosinski,364,469,125,Jeff Bridges,12000,Olivia Wilde,10000,James Frain,1000,172051787,264183,25550,0,arcade|bridge|disappearance|escape|warrior,http://www.imdb.com/title/tt1104001/?ref_=fn_tt_tt_1,665,English,USA,PG,170000000,2.35,30000,Color
Cars 2 ,Adventure|Animation|Comedy|Family|Sport,2011,6.3,John Lasseter,487,304,106,Joe Mantegna,1000,Thomas Kretschmann,919,Eddie Izzard,776,191450875,101178,4482,0,best friend|car race|conspiracy|gadget car|spy,http://www.imdb.com/title/tt1216475/?ref_=fn_tt_tt_1,283,English,USA,G,200000000,2.35,10000,Color
Green Lantern ,Action|Adventure|Sci-Fi,2011,5.6,Martin Campbell,258,436,123,Ryan Reynolds,16000,Temuera Morrison,368,Taika Waititi,326,116593191,223393,17657,2,autopsy|lantern|planet|ring|test pilot,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550,English,USA,PG-13,200000000,2.35,24000,Color
Toy Story 3 ,Adventure|Animation|Comedy|Family|Fantasy,2010,8.3,Lee Unkrich,125,453,103,Tom Hanks,15000,John Ratzenberger,1000,Don Rickles,721,414984497,544884,19085,3,college|day care|escape|teddy bear|toy,http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1,733,English,USA,G,200000000,1.85,30000,Color
Terminator Salvation ,Action|Adventure|Sci-Fi,2009,6.6,McG,368,422,118,Christian Bale,23000,Bryce Dallas Howard,3000,Common,988,125320003,286095,27468,0,death row|future|machine|rescue|skynet,http://www.imdb.com/title/tt0438488/?ref_=fn_tt_tt_1,974,English,USA,PG-13,200000000,2.35,0,Color
Furious 7 ,Action|Crime|Thriller,2015,7.2,James Wan,0,424,140,Jason Statham,26000,Paul Walker,23000,Vin Diesel,14000,350034110,278232,79150,0,car falling off a cliff|hospital|revenge|star died before release|terrorist,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,657,English,USA,PG-13,190000000,2.35,94000,Color
World War Z ,Action|Adventure|Horror|Sci-Fi|Thriller,2013,7,Marc Forster,395,654,123,Peter Capaldi,17000,Brad Pitt,11000,Mireille Enos,1000,202351611,465019,32392,0,chaos|disease|infection|pandemic|zombie,http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1,995,English,USA,PG-13,190000000,2.35,129000,Color
X-Men: Days of Future Past ,Action|Adventure|Fantasy|Sci-Fi|Thriller,2014,8,Bryan Singer,0,539,149,Jennifer Lawrence,34000,Peter Dinklage,22000,Hugh Jackman,20000,233914986,514125,91434,7,dystopia|super strength|supernatural power|time paradox|time travel,http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1,752,English,USA,PG-13,200000000,2.35,82000,Color
Star Trek Into Darkness ,Action|Adventure|Sci-Fi,2013,7.8,J.J. Abrams,14000,590,132,Benedict Cumberbatch,19000,Bruce Greenwood,981,Noel Clarke,928,228756232,395573,21411,0,admiral|captain|manhunt|mission|space,http://www.imdb.com/title/tt1408101/?ref_=fn_tt_tt_1,1171,English,USA,PG-13,190000000,2.35,92000,Color
Jack the Giant Slayer ,Adventure|Fantasy,2013,6.3,Bryan Singer,0,338,114,Eddie Marsan,979,Ewen Bremner,557,Ralph Brown,140,65171860,106416,1766,1,bean|giant|king|no opening credits|princess,http://www.imdb.com/title/tt1351685/?ref_=fn_tt_tt_1,205,English,USA,PG-13,195000000,2.35,22000,Color
The Great Gatsby ,Drama|Romance,2013,7.3,Baz Luhrmann,1000,490,143,Leonardo DiCaprio,29000,Elizabeth Debicki,509,Steve Bisley,77,144812796,362912,29770,4,ingratitude|mansion|party|title appears in writing|tragedy,http://www.imdb.com/title/tt1343092/?ref_=fn_tt_tt_1,753,English,Australia,PG-13,105000000,2.35,115000,Color
Prince of Persia: The Sands of Time ,Action|Adventure|Fantasy|Romance,2010,6.6,Mike Newell,179,306,116,Jake Gyllenhaal,15000,Richard Coyle,567,Reece Ritchie,236,90755643,222403,16149,2,alamut|dagger|king|persia|princess,http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1,453,English,USA,PG-13,200000000,2.35,23000,Color
Pacific Rim ,Action|Adventure|Sci-Fi,2013,7,Guillermo del Toro,0,575,131,Charlie Hunnam,16000,Clifton Collins Jr.,968,Larry Joe Campbell,919,101785482,381148,19166,0,giant monster|kaiju|pilot|portal|robot,http://www.imdb.com/title/tt1663662/?ref_=fn_tt_tt_1,1106,English,USA,PG-13,190000000,1.85,83000,Color
Transformers: Dark of the Moon ,Action|Adventure|Sci-Fi,2011,6.3,Michael Bay,0,428,154,Glenn Morshower,894,Lester Speight,829,Kevin Dunn,581,352358779,326180,2593,2,autobot|decepticon|job interview|moon|spacecraft,http://www.imdb.com/title/tt1399103/?ref_=fn_tt_tt_1,899,English,USA,PG-13,195000000,2.35,46000,Color
Indiana Jones and the Kingdom of the Crystal Skull ,Action|Adventure|Fantasy,2008,6.2,Steven Spielberg,14000,470,122,Harrison Ford,11000,Ray Winstone,1000,Jim Broadbent,1000,317011114,333847,14959,2,cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957,http://www.imdb.com/title/tt0367882/?ref_=fn_tt_tt_1,2054,English,USA,PG-13,185000000,2.35,5000,Color
The Good Dinosaur ,Adventure|Animation|Comedy|Family|Fantasy,2015,6.8,Peter Sohn,113,298,93,A.J. Buckley,275,Jack McGraw,150,Peter Sohn,113,123070338,62836,696,0,apatosaurus|asteroid|dinosaur|fear|river,http://www.imdb.com/title/tt1979388/?ref_=fn_tt_tt_1,345,English,USA,PG,,2.35,20000,Color
Brave ,Adventure|Animation|Comedy|Family|Fantasy,2012,7.2,Mark Andrews,56,488,93,Kelly Macdonald,2000,John Ratzenberger,1000,Julie Walters,838,237282182,273556,5005,0,archery|coming of age|female warrior|princess|rebellious daughter,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1,428,English,USA,PG,185000000,2.35,39000,Color
Star Trek Beyond ,Action|Adventure|Sci-Fi|Thriller,2016,7.5,Justin Lin,681,322,122,Sofia Boutella,998,Melissa Roxburgh,119,Lydia Wilson,105,130468626,53607,1327,4,hatred|sequel|space opera|star trek|third part,http://www.imdb.com/title/tt2660888/?ref_=fn_tt_tt_1,432,English,USA,PG-13,185000000,2.35,30000,Color
WALL·E ,Adventure|Animation|Family|Sci-Fi,2008,8.4,Andrew Stanton,475,421,98,John Ratzenberger,1000,Fred Willard,729,Jeff Garlin,522,223806889,718837,2975,0,earth|obesity|plant|robot|soil,http://www.imdb.com/title/tt0910970/?ref_=fn_tt_tt_1,1043,English,USA,G,180000000,2.35,16000,Color
Rush Hour 3 ,Action|Comedy|Crime|Thriller,2007,6.2,Brett Ratner,420,162,91,Tzi Ma,268,Dana Ivey,268,Noémie Lenoir,173,140080850,121084,1125,2,ambassador|assassination|chinese|french|triad,http://www.imdb.com/title/tt0293564/?ref_=fn_tt_tt_1,221,English,USA,PG-13,140000000,2.35,0,Color
2012 ,Action|Adventure|Sci-Fi,2009,5.8,Roland Emmerich,776,367,158,Oliver Platt,1000,Liam James,468,Tom McCarthy,310,166112167,283418,2144,0,ark|catastrophe|geologist|president|writer,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1,1055,English,USA,PG-13,200000000,2.35,13000,Color
A Christmas Carol ,Animation|Drama|Family|Fantasy,2009,6.8,Robert Zemeckis,0,240,96,Robin Wright,18000,Colin Firth,14000,Gary Oldman,10000,137850096,72809,48878,0,charles dickens|christmas|christmas eve|ghost|scrooge,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,249,English,USA,PG,200000000,2.35,0,Color
Jupiter Ascending ,Action|Adventure|Sci-Fi,2015,5.4,Lana Wachowski,0,384,127,Channing Tatum,17000,Mila Kunis,15000,Eddie Redmayne,13000,47375327,139593,47334,1,box office flop|critically bashed|planet earth|space opera|woman in bra and panties,http://www.imdb.com/title/tt1617661/?ref_=fn_tt_tt_1,720,English,USA,PG-13,176000000,2.35,44000,Color
The Legend of Tarzan ,Action|Adventure|Drama|Romance,2016,6.6,David Yates,282,248,110,Christoph Waltz,11000,Alexander Skarsgård,10000,Casper Crump,103,124051759,42372,21175,2,africa|capture|jungle|male objectification|tarzan,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,English,USA,PG-13,180000000,2.35,29000,Color
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Adventure|Family|Fantasy,2005,6.9,Andrew Adamson,80,284,150,Jim Broadbent,1000,Kiran Shah,190,Shane Rangi,82,291709845,286506,1317,5,hide and seek|lion|magic|professor|snow,http://www.imdb.com/title/tt0363771/?ref_=fn_tt_tt_1,1463,English,USA,PG,180000000,2.35,0,Color
X-Men: Apocalypse ,Action|Adventure|Sci-Fi,2016,7.3,Bryan Singer,0,396,144,Jennifer Lawrence,34000,Michael Fassbender,13000,Tye Sheridan,1000,154985087,148379,49684,6,mutant|superhero|superhero team|x men|year 1983,http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622,English,USA,PG-13,178000000,2.35,54000,Color
The Dark Knight ,Action|Crime|Drama|Thriller,2008,9,Christopher Nolan,22000,645,152,Christian Bale,23000,Heath Ledger,13000,Morgan Freeman,11000,533316061,1676169,57802,0,based on comic book|dc comics|psychopath|star died before release|urban setting,http://www.imdb.com/title/tt0468569/?ref_=fn_tt_tt_1,4667,English,USA,PG-13,185000000,2.35,37000,Color
Up ,Adventure|Animation|Comedy|Family,2009,8.3,Pete Docter,0,408,96,John Ratzenberger,1000,Delroy Lindo,848,Jess Harnell,262,292979556,665575,2635,1,balloon|house|promise|retirement|skeleton,http://www.imdb.com/title/tt1049413/?ref_=fn_tt_tt_1,704,English,USA,PG,175000000,1.85,27000,Color
Monsters vs. Aliens ,Action|Adventure|Animation|Comedy|Family|Sci-Fi,2009,6.5,Rob Letterman,11,219,94,Amy Poehler,1000,Rainn Wilson,973,Stephen Colbert,459,198332128,114553,2579,2,alien|alien invasion|alien space craft|giant|giantess,http://www.imdb.com/title/tt0892782/?ref_=fn_tt_tt_1,187,English,USA,PG,175000000,2.35,0,Color
Iron Man ,Action|Adventure|Sci-Fi,2008,7.9,Jon Favreau,4000,486,126,Robert Downey Jr.,21000,Jeff Bridges,12000,Jon Favreau,4000,318298180,696338,39252,3,afghanistan|billionaire|inventor|playboy|u.s. air force,http://www.imdb.com/title/tt0371746/?ref_=fn_tt_tt_1,1055,English,USA,PG-13,140000000,2.35,10000,Color
Hugo ,Adventure|Drama|Family|Mystery,2011,7.5,Martin Scorsese,17000,682,126,Chloë Grace Moretz,17000,Christopher Lee,16000,Ray Winstone,1000,73820094,245333,36017,0,automaton|mechanical|railway station|steampunk|train,http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1,678,English,USA,PG,170000000,1.85,42000,Color
Wild Wild West ,Action|Comedy|Sci-Fi|Western,1999,4.8,Barry Sonnenfeld,188,85,106,Will Smith,10000,Salma Hayek,4000,Bai Ling,582,113745408,129601,15870,2,buddy movie|general|inventor|steampunk|utah,http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1,648,English,USA,PG-13,170000000,1.85,0,Color
The Mummy: Tomb of the Dragon Emperor ,Action|Adventure|Fantasy|Horror|Thriller,2008,5.2,Rob Cohen,357,264,112,Jet Li,5000,Brendan Fraser,3000,Russell Wong,595,102176165,117927,9131,2,army|china|emperor|mummy|shangri la,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1,501,English,USA,PG-13,145000000,2.35,0,Color
Suicide Squad ,Action|Adventure|Comedy|Sci-Fi,2016,6.9,David Ayer,452,418,123,Will Smith,10000,Robin Atkin Downes,336,Ike Barinholtz,329,161087183,118992,11287,8,based on comic book|critically bashed|father daughter relationship|reference to superman|super villain,http://www.imdb.com/title/tt1386697/?ref_=fn_tt_tt_1,971,English,USA,PG-13,175000000,2.35,80000,Color
Evan Almighty ,Comedy|Family|Fantasy,2007,5.4,Tom Shadyac,293,186,96,Jimmy Bennett,87000,Morgan Freeman,11000,Steve Carell,7000,100289690,115099,108016,0,ark|change|congressman|depiction of god|flood,http://www.imdb.com/title/tt0413099/?ref_=fn_tt_tt_1,257,English,USA,PG,175000000,2.35,2000,Color
Edge of Tomorrow ,Action|Adventure|Sci-Fi,2014,7.9,Doug Liman,218,585,113,Tom Cruise,10000,Lara Pulver,854,Noah Taylor,509,100189501,431620,12652,1,alien|combat|dying repeatedly|end of the world|time loop,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,741,English,USA,PG-13,178000000,2.35,77000,Color
Waterworld ,Action|Adventure|Sci-Fi|Thriller,1995,6.1,Kevin Reynolds,58,91,176,Jeanne Tripplehorn,711,Rick Aviles,60,Zakes Mokae,60,88246220,144337,1004,0,future|sail|sea|smoker|water,http://www.imdb.com/title/tt0114898/?ref_=fn_tt_tt_1,309,English,USA,PG-13,175000000,1.85,0,Color
G.I. Joe: The Rise of Cobra ,Action|Adventure|Sci-Fi|Thriller,2009,5.8,Stephen Sommers,208,250,118,Joseph Gordon-Levitt,23000,Dennis Quaid,2000,Leo Howard,570,150167630,174578,26683,4,cobra|gi joe|snake|train|warhead,http://www.imdb.com/title/tt1046173/?ref_=fn_tt_tt_1,534,English,USA,PG-13,175000000,2.35,0,Color
Inside Out ,Adventure|Animation|Comedy|Drama|Family|Fantasy,2015,8.3,Pete Docter,0,536,95,Amy Poehler,1000,Mindy Kaling,767,Phyllis Smith,384,356454367,345198,2944,1,anger|joy|memory|running away|sadness,http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1,773,English,USA,PG,175000000,1.85,118000,Color
The Jungle Book ,Adventure|Drama|Family|Fantasy,2016,7.8,Jon Favreau,4000,370,106,Scarlett Johansson,19000,Bill Murray,13000,Garry Shandling,591,362645141,106072,32921,0,fire|jungle|remake|tiger|wolf,http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1,398,English,UK,PG,175000000,1.85,65000,Color
Iron Man 2 ,Action|Adventure|Sci-Fi,2010,7,Jon Favreau,4000,453,124,Robert Downey Jr.,21000,Scarlett Johansson,19000,Jon Favreau,4000,312057433,522371,48638,4,hammer|military|monaco|revenge|tony stark,http://www.imdb.com/title/tt1228705/?ref_=fn_tt_tt_1,723,English,USA,PG-13,200000000,2.35,18000,Color
Snow White and the Huntsman ,Action|Adventure|Drama|Fantasy,2012,6.1,Rupert Sanders,274,416,132,Chris Hemsworth,26000,Kristen Stewart,17000,Sam Claflin,11000,155111815,228554,72881,0,evil queen|fairy tale|magic|queen|snow white,http://www.imdb.com/title/tt1735898/?ref_=fn_tt_tt_1,710,English,USA,PG-13,170000000,2.35,53000,Color
Maleficent ,Action|Adventure|Family|Fantasy|Romance,2014,7,Robert Stromberg,171,401,97,Angelina Jolie Pitt,11000,Sharlto Copley,2000,Sam Riley,846,241407328,252257,15516,2,curse|dark fantasy|fairy|king|kingdom,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634,English,USA,PG,180000000,2.35,89000,Color
Dawn of the Planet of the Apes ,Action|Adventure|Drama|Sci-Fi,2014,7.6,Matt Reeves,198,521,130,Gary Oldman,10000,Judy Greer,2000,Kodi Smit-McPhee,884,208543795,317542,14363,0,ape|dam|leader|post apocalypse|sequel,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620,English,USA,PG-13,170000000,1.85,45000,Color
The Lovers ,Action|Adventure|Romance|Sci-Fi,2015,4.5,Roland Joffé,596,10,109,Tamsin Egerton,622,Alice Englert,525,Bipasha Basu,283,,2138,1982,3,1770s|british india|great barrier reef|india|ring,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15,English,Belgium,R,,,677,Color
47 Ronin ,Action|Adventure|Drama|Fantasy,2013,6.3,Carl Rinsch,47,218,128,Keanu Reeves,18000,Cary-Hiroyuki Tagawa,1000,Jin Akanishi,982,38297305,116994,20965,2,box office flop|ronin|samurai|shogun|tournament,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324,English,USA,PG-13,175000000,2.35,35000,Color
Captain America: The Winter Soldier ,Action|Adventure|Sci-Fi,2014,7.8,Anthony Russo,94,576,136,Scarlett Johansson,19000,Chris Evans,11000,Hayley Atwell,2000,259746958,496749,36188,1,conspiracy|heroism|megalomaniac|super soldier|world domination,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,742,English,USA,PG-13,170000000,2.35,55000,Color
Shrek Forever After ,Adventure|Animation|Comedy|Family|Fantasy,2010,6.4,Mike Mitchell,31,226,93,Jon Hamm,4000,Kathy Griffin,225,Mary Kay Place,213,238371987,138661,4628,2,alternate world|fairy tale parody|female warrior|ogre|true love,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173,English,USA,PG,165000000,2.35,0,Color
Tomorrowland ,Action|Adventure|Family|Mystery|Sci-Fi,2015,6.5,Brad Bird,663,443,130,Judy Greer,2000,Chris Bauer,638,Thomas Robinson,604,93417865,128306,5046,2,boy genius|futuristic city|inventor|teenage girl|time travel,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497,English,USA,PG,190000000,2.2,37000,Color
Big Hero 6 ,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,2014,7.9,Don Hall,38,384,102,Damon Wayans Jr.,756,Daniel Henney,719,Abraham Benrubi,562,222487711,279093,2963,0,high tech|martial arts|masked man|robot|superhero,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433,English,USA,PG,165000000,2.39,41000,Color
Wreck-It Ralph ,Adventure|Animation|Comedy|Family|Sci-Fi,2012,7.8,Rich Moore,66,377,101,Jack McBrayer,975,Sarah Silverman,931,Joe Lo Truglio,833,189412677,272534,4451,1,arcade|candy|glitch|king|medal,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345,English,USA,PG,165000000,2.35,40000,Color
